date,JAVA,ORCL,MSFT,SDS,AYE,TROW,HON,EMC,BEAM,LLTC,GENZ,T,ADM,SOV,FI,BC,UIS,CERN,CMVT,DELL,KO,CDNS,ED,BRL,FICO,CELG,XRAY,DCN,FAST,DTE,DD,EK,ETN,SIVB,XOM,MGM,MXIM,WM,APCC,BMC,KKR,GD,GE,LH,NVLS,PBCT,SIG,GM,NXPI,GR,CHTR,LYB,GM,TT,FRC,CPAY,MMI,TRGP,IBM,NAV,NLSN,KMI,ITT,APO,HCA,HII,KSU,MPC,FBIN,XYL,MAY,APTV,MYG,WPX,CPRI,TRIP,EPAM,ENPH,PSX,META,NOW,PANW,ADT,PNR,KRFT,WDAY,FANG,PCG,ABBV,NCLH,ZTS,PGL,PEP,MO,IQV,COP,PVH,CDW,NWSA,NWS,COTY,AMGN,MNK,SLB,TWTR,ALLE,S,ANDW,HLT,CVX,GOOG,PAYC,AAPL,NAVI,SUN,AMAT,INFO,ANET,CTLT,SYF,CZR,CFG,UCL,KEYS,MRO,UST,VMC,SEDG,ETSY,GDDY,BXLT,CPGX,KHC,FL,WWY,PYPL,GAS,RSH,TXN,WYE,HPE,EIX,CSRA,MTCH,UA,FTV,ADNT,G,LW,GT,FTI,INVH,HSY,KR,IR,VST,BHF,DD,CVS,GIS,LO,VICI,SPGI,DAY,WRB,KMB,PD,RTX,KDP,HPC,BMET,LIN,PG,DELL,MRNA,JCP,SO,FOXA,FOX,DOW,CAT,UBER,CTVA,AMCR,CRWD,CL,FMC,CARR,OTIS,DE,BMY,WBA,BA,IVZ,PLTR,VNT,SNV,VTRS,ABNB,BDK,TPL,JEF,ABT,DOW,AAL,OGN,LMT,WRK,NEM,CAH,IP,EXC,CNP,PFE,CBE,CBSS,EMR,JNJ,GLW,PPG,PPL,MMM,CEG,MRK,MSI,HSH,CIN,WBD,FE,HNZ,SCG,PGN,CMS,HLT,CHIR,CHD,CINF,POM,WEC,GEHC,TXT,CTAS,PEG,HAL,KVUE,FTR,GP,XEL,ROH,ETR,CCU,EVRG,AEP,VLTO,NEE,CEG,ASH,EQT,KSE,PBI,TXU,HWM,NOC,SOLV,GEV,RTN,AEE,SGP,CMA,TEG,SW,OKE,CPB,WHR,AMTM,CAR,LHX,KMG,CA,F,DOV,DAL,MEE,DIS,BOL,L,K,VAR,CLF,CTB,R,ABI,STR,HPQ,BAX,DUK,XRX,PNW,APD,MUR,VNO,HES,ALK,NBR,BF,DG,OMC,FLS,GLK,HP,WFRD,DINO,HRL,HUBB,ATO,MAS,FITB,NUE,OXY,RF,PLL,MTB,ROL,FHN,SHW,WB,TE,ANDV,BEN,AJG,WMB,RRD,WFC,NI,S,APA,MAT,BDX,WY,TEK,DXC,IFF,AVP,TJX,CMI,PH,AT,OMX,ACV,RVTY,JCI,SJM,MDP,JBHT,HBAN,ATI,SWK,MCD,VFC,BMS,ES,TFX,AVY,ADP,SVU,FRX,IGT,JCI,RDC,SFA,MMC,SII,SWKS,CLX,GPC,HST,BCR,KLAC,CC,NYT,JPM,TGNA,LSI,GAS,JP,LRCX,MCO,HUM,UNP,KRI,LNC,TGT,HRB,DDS,BK,DHR,KATE,RRC,ABS,BNI,LLY,ADCT,FNM,MTW,TER,NSM,KMI,MI,SYY,MKC,RHI,J,THC,EFX,GWW,LEN,MER,HAS,IPG,GHC,GDW,MU,CTX,FDO,PHM,MIL,HOT,MOLX,WMT,LPX,NCC,CAG,ITW,BALL,NKE,NDSN,JWN,AFL,NFB,NTRS,TEX,FRT,LUV,LNT,DJ,GAP,AXP,BUD,CB,TAP,UDR,INTC,MEL,BAC,SAF,TRV,MDT,SNA,PNC,PCAR,LUMN,FDX,ADI,LEG,NWL,TOY,AMD,LOW,BIO,PAYX,AON,NBL,TMO,CSX,GL,WST,ESV,ASO,EC,WEN,BRO,SWN,PCP,CI,BBWI,NSC,PGR,ASN,CFC,PSA,D,KEY,LM,AOS,COO,TRB,VZ,BLS,WELL,T,TIN,USB,HD,SLM,WDC,AIG,BIG,DOC,STI,BSC,STJ,CVC,MS,MYL,RJF,STZ,HOG,KBH,ARG,APC,CCE,C,SIAL,ECL,UNM,TFC,STT,SYK,SBL,BKR,TIF,ABMD,CCL,MBI,SCHW,HAR,PXD,TLAB,BR,DRE,SPLS,ADBE,ODP,ALTR,IEX,PCL,GEN,AGN,TECH,FRE,VTR,EOG,EA,SLR,PTC,CSCO,CTRA,HET,HOLX,SWY,HCA,TYL,XLNX,PARA,TRMB,BJS,AN,KRB,HMA,AZO,REGN,CVH,PMCS,CEPH,JNY,TSS,X,MEDI,ATGE,IDXX,AES,VRTX,ABK,ZBRA,MTG,BIIB,AW,ODFL,HCR,KIM,FSH,OI,QCOM,PRGO,GILD,WFM,NXTL,ROP,SNPS,TWX,M,EP,MHK,FDC,BSX,KSS,STE,BBBY,DHI,ESRX,SBUX,TSN,PX,MFE,PDCO,CPWR,IAC,CHK,AGN,SITC,INTU,MCHP,CB,FOSL,JBL,ORLY,SANM,BPYU,RCL,XTO,RIG,FLIR,ALL,PETM,CPT,BWA,EQR,GMCR,UHS,ATVI,DECK,IT,MERQ,REG,NVR,VIAV,URBN,INCY,NFX,GTW,VRTS,EMN,SPG,MAA,ALB,MLM,QLGC,TSCO,AKS,CPRT,AVB,MAC,PLD,NKTR,PENN,LEH,ESS,AIV,ACS,O,COF,MCK,GDT,APOL,CMX,TT,DLTR,COR,COOP,DRI,WAB,DISH,RMD,FCX,SUNE,CAM,DNR,ACGL,DO,EG,DVA,ERIE,POOL,HSIC,NTAP,SNDK,EL,LXK,WAT,CTXS,HIG,ALXN,IRM,LU,DF,YHOO,BRK,EDS,FDS,ANSS,SEBL,TIE,ETFC,SRCL,ANF,CPN,UVN,RX,NOV,TSG,ZION,SSP,STLD,MWW,VYX,DGX,ROK,CIEN,TTWO,ARE,APH,AMZN,Q,QRVO,BXP,RL,PVN,EOP,AME,SLG,VLO,ACAS,YUM,CHRW,PWER,AMCC,PLD,AMG,MTD,ADSK,URI,EVHC,VRSN,PWR,MAR,BBY,SEE,BRCM,LVLT,LLL,FHI,AMT,SRE,CTSH,KG,RSG,CSGP,CVG,XL,CCI,EBAY,NVDA,DPH,LIFE,PBG,BKNG,CNX,CBH,GS,RAI,FFIV,JNPR,SBAC,LII,COST,HCBK,DVN,RHT,BLK,PTV,AKAM,A,TDY,UPS,PKG,EW,EXPD,MET,MNST,ON,CRL,JNS,VC,ISRG,ENDP,ILMN,AV,DNB,TPR,JKHY,MON,GRMN,AET,FLR,ALGN,GPN,BTU,BFH,FIS,FTI,MDLZ,COL,WTW,AXON,ZBH,ACN,JOY,BG,ELV,PFG,AYI,AAP,PRU,CNC,GME,NFLX,CIT,KMX,XEC,CMCSA,WYNN,CMCSK,EQIX,CME,STX,SHLD,MOH,MHS,LKQ,DTV,AIZ,NRG,SBNY,HSP,GNW,CBRE,CRM,DPZ,WCG,EXR,GOOGL,DYN,DLR,MOS,FSL,TFCFA,TFCF,MKTX,MPWR,LVS,CE,NE,ANR,NDAQ,NOVL,DXCM,BLDR,DISCA,EXPE,CF,AMP,UAA,ICE,LYV,VIAB,CMG,UAL,NYX,TDG,HOT,EQ,MA,RBK,H,WIN,TNL,HBI,WU,LDOS,ROST,FSLR,SE,IPGP,BR,TWC,SMCI,DAL,TMUS,PODD,BX,DFS,COV,TEL,LULU,CXO,TDC,ULTA,MSCI,PM,V,AWK,DPS,UNH,SNI,DISCK,MJN,CFN,AVGO,VRSK,DG,FTNT,VAL,GNRC,QEP,CBOE,TSLA
2005-01-31,14727473.96,71946404.82,285932234.16,7767741.19,2654569.72,7757038.8,30948844.639999997,31391254.9,12105968.940000001,11588972.76,14501566.25,15272726.110000001,15839214.6,8611365.12,7392348.0,4436790.12,2637058.35,,4459808.4,103773600.0,100382399.64,,10617198.049999999,,,,,2377246.65,,7621099.98,51375976.6,9486803.73,10327681.0,,332886873.6,,12745152.149999999,16591770.0,4086753.9899999998,3735468.9899999998,,20679736.0,381971165.29,6526500.75,3669001.9,,,20791245.060000002,,4079367.5999999996,,,,12809351.7,,,,,155515993.74,2717666.8400000003,,,7873887.510000001,,,,,,,,9898325.4,,1244546.2,,,,,,,,,,,,,,,14109445.0,,,,1621886.44,90456576.0,131016117.57,,64046720.07000001,,,,,,78422400.0,,40058073.720000006,,,10392453.75,2102581.64,,115252492.8,,,31420263.400000002,,6397793.739999999,26518385.7,,,,,,,12519520.17,,13422501.18,8370653.119999999,5784003.84,,,,,,,,13435409.69,,,5248526.399999999,40105139.25,52874187.480000004,,10579083.17,,,,,,50218480.64,,2707774.56,,,10834746.09,12520192.500000002,,,,,18543012.75,19345536.21,,,17185950.0,,,31950930.26,9193472.1,51451809.24,,1624626.66,10733761.44,,134277146.32,,,12201002.879999999,24928338.6,,,,30404127.599999998,,,,,27861173.9,,,,17208364.360000003,45605028.080000006,43521044.41,42483608.2,,,,8409621.75,,,6652976.0,,,70113787.84,46865609.0,,,25591099.560000002,5854558.5,16962980.580000002,24334520.32,19049881.05,29317793.25,3463425.0,181948839.2,6378432.0,5786548.95,28222443.479999997,192011872.20000002,15340494.66,11822800.540000001,10208322.0,65677128.24,,62203259.25,38318117.08,18533444.92,7312111.2299999995,,13114279.36,13208129.49,,10931874.0,2050464.7799999998,8589100.75,6145249.5,,7368040.0,,,,9898761.58,7469994.0,12543422.5,18198585.450000003,,4525233.99,8283982.800000001,7282184.600000001,9947010.08,15540848.399999999,18599869.77,,13946944.5,,14223540.96,8792650.0,4415738.58,,6338724.12,10317938.8,20151040.0,25687835.290000003,18418541.36,,,16906969.2,9758364.0,27334462.72,9868601.6,,,,12064036.52,4534170.5,,24794358.45,,9366981.0,15923633.17,23163606.72,7788802.899999999,697525.2899999999,,58517687.269999996,3874176.39,12613932.0,18432302.4,,,1617875.8699999999,2928591.6999999997,3930301.25,,57007683.6,20811284.48,25127841.24,15181232.360000001,3818552.4000000004,13390832.1,,,7941732.45,,7535354.399999999,3135142.92,6622190.49,15817299.03,,1350589.9,,,,,,,16486399.999999998,25711107.48,8934550.559999999,23043870.36,14873280.0,3339293.07,11888090.4,,5241558.96,6106190.4,87974134.4,3196748.72,,17056814.58,,9378769.68,7328895.000000001,103711569.69999999,6036165.199999999,33009840.259999998,17820264.36,8071108.149999999,14423146.65,14967700.799999999,2575787.5,9750726.72,3978728.36,19968033.439999998,12066099.92,3535305.39,7784925.84,16718840.32,2598119.42,4942066.5,2944996.01,11309853.84,,1936617.6300000001,,5319966.85,2292048.0,3912285.6,40720869.95,5903689.399999999,3101231.0,,,6637481.3100000005,25328752.24,4270669.05,15299942.71,10860505.3,73123579.88,3019737.6,4646947.34,17125127.5,,,12678801.92,7392087.899999999,,7095270.0,9090298.75,2739072.32,5607779.04,132986743.78999999,20430290.040000003,2351928.41,1627581.28,6812447.8,,12391062.0,5462912.16,15471266.0,5013925.77,8055905.58,45460778.02,7957526.58,2049790.0799999998,23081758.42,16936900.96,4552545.06,,8421144.16,18154224.0,61380099.36,2080928.9999999998,62478203.199999996,,2724387.4899999998,6015330.58,9295955.200000001,9565123.92,22373561.21,4530614.13,5260349.2,,4634003.31,3822962.1,5545442.37,,55782804.1,3469533.2,5518714.5,,19787031.720000003,6389949.48,7620465.140000001,5609799.15,8428834.4,2164746.9,12083437.59,2890869.04,221907030.79999998,2817356.8000000003,23300287.65,15207250.0,25719116.200000003,4810485.6,16154935.659999998,,6758715.25,19991427.84,13507540.2,9560127.52,,,11288361.84,,2337327.8,19297003.380000003,66964279.800000004,38855544.24,14267314.32,2697983.5999999996,,139796150.0,12431163.15,187296637.48999998,5878155.399999999,25131603.48,63445975.25,1905116.29,15225709.059999999,12273147.379999999,4387014.600000001,28821066.700000003,13423649.58,5440621.5,5913696.0,4612972.649999999,5799674.4,44039649.39,,11535495.129999999,7196186.699999999,,4788903.0,8586715.129999999,5902642.2,,,8856268.82,3675175.1,4470217.16,,,,10773723.0,9632296.2,13828564.440000001,16747064.600000001,6769585.199999999,21475466.0,,22995307.2,13589173.56,,,,12676578.54,98547215.22000001,48065408.64,,78774236.64,3561091.2,56108097.9,90605103.3,21573117.509999998,,172657011.59,1270859.9,,26703143.479999997,10433939.700000001,14044171.200000001,,61252305.08,4475182.89,,,17672340.0,4229418.55,,16376182.769999998,10299510.7,254557384.64999998,4317795.0,8681700.0,5090750.470000001,21801964.96,14940146.91,19755410.22,4403748.600000001,14525850.999999998,4573065.0,,36476524.800000004,8406911.5,15140010.24,,,3301266.32,17112333.87,,16249975.16,13894980.0,5401638.06,7176172.8,,6557156.12,16567688.950000001,10196667.25,,44950271.59,,8804193.75,19812602.240000002,4696958.14,1541787.3,116917240.0,,7087117.08,,8435375.0,18814152.0,,10173065.280000001,58755498.18000001,,7806010.8,5037469.92,33960628.08,5387277.119999999,7109655.0,,,1833297.7,,4110359.49,,5889245.6,5878267.5,,,9115654.05,,8373462.079999999,,6184178.1,21872031.999999996,2644649.19,,2970954.4999999995,,7406674.05,,61289107.88,,14856008.200000001,,31474794.85,,,79365384.0,9610844.0,6991518.779999999,,33807926.04,27918409.62,16128707.91,,12191995.74,,5443765.4399999995,21751470.0,,14011840.6,,,2672604.6,,,3266444.6599999997,,7231263.0,,12334193.2,,4753739.0200000005,,3243140.4,,,9348593.94,14131348.0,,34612533.28,,,,8918439.64,,,,,,3720012.3000000003,,,3106072.75,,,,1767761.82,10881386.12,4219855.35,13152977.2,,,,3515826.6,,,,,,7013946.0,,,24568227.419999998,,3402566.1,6608091.17,,18999886.76,10137162.84,23304520.139999997,14357835.180000002,17536350.0,8589380.8,,6589020.24,34986637.65,4696138.08,,,,6588621.9,,,,,,,,,,,11423650.72,,,10759484.799999999,5930778.12,3654715.35,19763813.19,,,14411273.36,,48715992.64,,11006709.840000002,,,4432980.630000001,,5082330.0,,,1779242.31,6958915.72,5423061.14,,2858628.0,6092270.6,,,3622443.3,6371152.0,9644360.0,10433457.1,1459186.5,,,,,7626813.600000001,,,,4889124.84,11282683.18,,,13352875.14,,13577351.85,,625992.36,1019744.8,,,,6684935.07,,,,,14127806.16,17647154.25,4286833.2,8693186.79,,8223432.779999999,3156763.48,,8686738.58,,2539699.46,,,2023492.5799999998,10368695.68,,54548276.0,3829702.8000000003,4259447.28,,6839770.050000001,,,,52219460.099999994,11866373.1,,,,,22329969.84,,19766514.740000002,,,3296608.0900000003,,10858176.78,,44892164.36000001,,,,29587356.0,,,,3504151.04,961157.12,,,,6569401.3,,10598075.4,,14413411.620000001,,18759186.599999998,4486491.38,,,,,,,,7652716.5,,,19342220.4,,,,36498600.0,12456436.799999999,,,27548010.0,,,,8485047.34,,,43768099.199999996,,,,,,,,11600154.72,,,,,,4509584.55,,,,,,,,1259955.2,,,4716533.13,32173163.0,,,,,,7134282.100000001,,,2185560.5999999996,,,,,,,,,,,,,,,,,,2588261.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58107618.1,,,,,,,,,,,,,
2005-02-28,14254573.42,66511200.0,273746385.52,7542421.81,2598293.94,7956635.12,32303812.84,30336892.14,11676393.0,11994310.440000001,13973421.25,15463734.67,15808491.4,8687102.72,7343856.1,4486814.64,2590456.32,,4631416.24,98581470.36000001,103551860.8,,10369739.25,,,,,2160043.9,,7703521.9799999995,57576525.5,9744831.030000001,10595025.0,,404257014.98,,14055279.3,16622179.76,4230856.74,3311873.5,,21100340.799999997,373117148.8,6531956.55,4143937.71,,,20136046.9,,4427603.04,,,,14509113.75,,,,,151148792.82,2760779.44,,,8119456.05,,,,,,,,10076436.86,,1211656.2,,,,,,,,,,,,,,,13948412.66,,,,1621960.9200000002,90386343.92,134751811.35000002,,77158370.9,,,,,,77179894.37,,44420659.35,,,10866715.27,1948075.8,,131523432.96,,,36658335.92,,7246786.6,29103511.349999998,,,,,,,14238092.1,,16406434.440000001,9029928.799999999,5925326.88,,,,,,,,12734991.360000001,,,4684373.2,45563128.64,54461880.72,,10582341.28,,,,,,49753128.0,,2535908.04,,,11670183.0,13171828.249999998,,,,,19935238.95,19119187.23,,,17477493.55,,,31754194.6,10162462.15,51155839.239999995,,1605592.44,10633698.08,,133923984.56,,,12706521.96,23710341.599999998,,,,32596161.849999998,,,,,27794377.8,,,,17624755.72,48698543.21,43745748.23,45758402.25,,,,8418921.0,,,6808395.36,,,71624458.08,52589440.65,,,26124370.02,6355104.0,18353790.0,25387631.299999997,18174024.45,30155645.52,3688162.8000000003,196093797.46,6427824.2,5611086.649999999,27809567.679999996,194682825.6,16170245.420000002,12388063.200000001,10310405.22,64837186.62,,70297444.5,38123361.72,17680969.599999998,7742291.800000001,,13602436.64,13148743.56,,10707060.32,2363973.64,8129728.619999999,6655950.6,,7481092.499999999,,,,10637249.35,7533180.82,12982900.0,19455186.05,,4538107.92,9241415.08,7094024.8,10830639.14,15451430.4,19087377.92,,13214977.2,,14784730.049999999,9051153.91,4697027.890000001,,6351571.8,10576233.2,22204000.0,27993222.4,18780663.8,,,17286697.92,10021209.0,27908839.9,9735564.799999999,,,,11397469.7,4234593.75,,23288798.68,,11780400.719999999,16019861.13,22249022.400000002,7864047.21,600467.0399999999,,57203741.32,3762559.2900000005,13228498.8,18168040.0,,,1448676.4500000002,2721346.32,4032638.7399999998,,60484486.4,21982535.68,25315432.439999998,14935018.799999999,3823131.0,14252249.379999999,,,9201961.200000001,,8581931.4,3308703.6,6956412.87,16968799.889999997,,1363355.4,,,,,,,15106560.0,24770524.680000003,9917732.940000001,27737114.939999998,14994125.399999999,3356652.93,11393575.75,,5239096.399999999,6261672.1,85022951.03999999,3172788.08,,17574172.2,,10403970.43,7276311.0,100463181.22,6126950.0,32802056.96,20590559.04,8681109.64,15142021.049999999,16054298.310000002,2584725.0,8834553.0,3891087.02,20228157.040000003,11767338.66,3341402.9699999997,7907251.8,17301570.0,2950374.35,4765194.550000001,2841235.82,11298383.4,,1850330.69,,5216782.5,2359902.12,3804525.0,41588341.4,6637901.76,3191059.76,,,6704861.300000001,25049847.12,4292285.85,15004011.4,10510009.780000001,67402237.32,3397204.8,4698715.8,17204166.55,,,9209295.44,7557986.4,,6964744.5,9711387.27,2989643.8800000004,5314123.619999999,130208022.64999999,20101016.25,2455859.78,1643892.3599999999,6698658.24,,12410289.0,5303504.16,16560323.100000001,5043958.5,8179869.45,45505549.32,8779469.4,1820126.1,23500862.0,16717782.89,4591622.699999999,,8240796.23,18998390.290000003,63371784.0,1862309.9999999998,56583667.84,,2994301.86,7088354.7,9931459.6,9046761.68,21922338.94,4589229.99,5049151.98,,5091336.97,4105293.93,5691948.7,,54399145.4,3738599.04,5556774.600000001,,18951089.34,7059022.0,8047568.86,5520914.44,9951841.1,2250779.8,11947762.440000001,2529510.4099999997,218561485.87,2891092.31,23134247.500000004,14050539.4,26538177.5,4878228.0,16214609.9,,7530539.52,19394366.72,13559311.26,9255623.0,,,10855242.2,,2274786.5,18700821.54,67968430.2,37488726.6,15406593.39,5813472.83,,148270195.0,12150740.879999999,188427607.04999998,6064975.75,25653783.84,62998747.0,1912484.9000000001,14878064.32,13106980.56,4610025.6,29462874.04,13678677.36,5280653.48,6125292.0,4918353.59,6405336.6,45422891.58,,12084195.87,7756312.050000001,,4392227.0,8874585.99,5633455.77,,,8870472.94,3699635.5,4314067.3,,,,12190081.6,9664810.280000001,14212691.23,17437942.599999998,6758625.06,20212302.75,,24532841.76,13408626.0,,,,12914383.29,99599419.25999999,47259433.800000004,,79768860.83999999,4490558.4,55547950.5,87882119.10000001,20975655.2,,173985342.79999998,1317134.55,,26858868.56,11272753.0,13979814.0,,62835863.1,4738659.2,,,18192720.0,5975049.6,,19010321.82,10017975.100000001,247655013.16,4232607.0,8171888.970000001,5016627.720000001,21625207.2,14625378.200000001,19964462.18,4266582.66,15861021.6,4386825.0,,34516345.5,8246485.0,14143248.0,,,3230088.1999999997,19206661.11,,15610532.16,15079350.0,6013969.5,7721481.26,,6893091.05,15616909.370000001,10098779.040000001,,42685202.0,,10862232.96,19858792.639999997,4678056.9,1572181.86,112602043.84,,7350474.53,,8233999.999999999,19950946.0,,10525062.4,54916092.3,,8116401.68,5188593.69,32414640.12,5604771.88,7719054.0,,,1776174.4999999998,,3889092.78,,7119142.32,5989370.239999999,,,10867089.059999999,,8471486.48,,6071914.46,13013455.0,2615447.8200000003,,2929679.3,,7113456.55,,59330621.349999994,,15543423.1,,32286622.95,,,75970309.24,9551622.25,7930582.0200000005,,34040282.92,27580618.819999997,16423766.17,,11033243.760000002,,5524479.04,20661309.900000002,,14557376.92,,,2618377.84,,,3475593.48,,7935847.6,,12635443.08,,5185347.0600000005,,2884038.69,,,11850403.680000002,15587968.319999998,,36459831.76,,,,9353376.370000001,,,,,,3899341.2,,,2759348.35,,,,1756549.8,10246779.62,4499620.46,13649416.24,,,,3700435.05,,,,,,7311864.0,,,25184189.540000003,,3626244.54,6207619.0,,18784913.040000003,11022730.66,23675540.61,13398356.16,17168580.0,9824145.799999999,,6655189.5,36382634.84,4257662.4,,,,7485361.8,,,,,,,,,,,10767077.83,,,10343821.44,5902985.15,3833617.5,21276478.400000002,,,13603016.5,,44648255.68000001,,10945047.6,,,4391244.0,,4901101.99,,,1768556.17,6724488.68,5648055.550000001,,2855918.4,5939415.499999999,,,3339964.5,7267736.0,10059280.0,11446414.1,1133043.1199999999,,,,,7084841.399999999,,,,5026887.949999999,12183913.14,,,18282891.119999997,,14213516.4,,490346.64,1062876.0,,,,6764598.92,,,,,14333529.2,17722611.5,4367890.28,8807894.25,,8302891.799999999,3173954.84,,9424440.0,,2307719.3000000003,,,2122613.98,10399200.0,,57611489.04000001,4843939.1,3855389.04,,6727477.4399999995,,,,52383500.8,12092132.25,,,,,22242066.0,,22740969.38,,,3355979.69,,11784000.0,,46581331.23,,,,30061800.0,,,,3315120.6399999997,872300.0,,,,6720196.0,,10616947.290000001,,15651585.72,,21560145.040000003,5258261.75,,,,,,,,8214629.249999999,,,21071613.6,,,,36666824.0,11977579.200000001,,,29127000.0,,,,8480843.700000001,,,44135212.800000004,,,,,,,,12104272.32,,,,,,4620412.0,,,,,,,,1177845.76,,,5178197.22,31502698.240000002,,,,,,7631742.82,,,1985797.56,,,,,,,,,,,,,,,,,,2566755.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59584819.64,,,,,,,,,,,,,
