date,long_returns
1967-01-31,0.0790768173525836
1967-02-28,0.0134215744160653
1967-03-31,0.042761070340320326
1967-04-30,0.05560607247953638
1967-05-31,-0.051300098272006864
1967-06-30,0.020227317373026212
1967-07-31,0.04594525553613312
1967-08-31,-0.008387726833612129
1967-09-30,0.04597235536713018
1967-10-31,-0.003582893733390634
1967-11-30,0.011579742932091621
1967-12-31,0.025276134756444954
1968-01-31,-0.0396145980057393
1968-02-29,-0.023924888175913216
1968-03-31,0.01814783793478184
1968-04-30,0.08444911994230477
1968-05-31,0.014725976653272528
1968-06-30,0.004636923340912167
1968-07-31,-0.009610190745705162
1968-08-31,0.015605678554539712
1968-09-30,0.0322407161019798
1968-10-31,0.0101313322709471
1968-11-30,0.047963541253128406
1968-12-31,-0.04872198633579899
1969-01-31,-0.007429624038626497
1969-02-28,-0.029328572819256892
1969-03-31,0.04600575670603761
1969-04-30,0.02922382004110987
1969-05-31,0.008540289386587432
1969-06-30,-0.03556939797779786
1969-07-31,-0.052499079714532854
1969-08-31,0.050480480698834415
1969-09-30,-0.02290786248900821
1969-10-31,0.04015831692089236
1969-11-30,-0.021576806477320003
1969-12-31,-0.0064860034674657134
1970-01-31,-0.07528037197360303
1970-02-28,0.05584056730059789
1970-03-31,0.006511818318869156
1970-04-30,-0.08066710313584426
1970-05-31,-0.04087197131666545
1970-06-30,-0.04858257214561331
1970-07-31,0.07999770517629216
1970-08-31,0.05243540874013993
1970-09-30,0.03972458071926119
1970-10-31,0.0005458129026985608
1970-11-30,0.05756710657488156
1970-12-31,0.05181546250289271
1971-01-31,0.038996640879602994
1971-02-28,0.014685825839058989
1971-03-31,0.045581565090642165
1971-04-30,0.03959611414329345
1971-05-31,-0.038066543179694316
1971-06-30,0.004429090333738769
1971-07-31,-0.03854222987069364
1971-08-31,0.04727107006530253
1971-09-30,0.00046981746952083836
1971-10-31,-0.03108960262582744
1971-11-30,0.011905068047174143
1971-12-31,0.08521141068124209
1972-01-31,0.024641781548595414
1972-02-29,0.03432036802185835
1972-03-31,0.01751640335582473
1972-04-30,0.005174880211091026
1972-05-31,0.03420852258856897
1972-06-30,-0.012613898362418208
1972-07-31,0.01546832075136564
1972-08-31,0.03758896718771099
1972-09-30,0.00815866488545677
1972-10-31,0.011423171258908403
1972-11-30,0.0441323617535873
1972-12-31,0.026207741035770428
1973-01-31,0.004858597501553039
1973-02-28,-0.028036178604817854
1973-03-31,0.004463465711127761
1973-04-30,-0.03553250900329901
1973-05-31,-0.00585437055135786
1973-06-30,0.004893245812986628
1973-07-31,0.028737402726180195
1973-08-31,-0.03565720406222675
1973-09-30,0.026355400156084008
1973-10-31,0.008081380629591047
1973-11-30,-0.08491037692546818
1973-12-31,0.02011416628942025
1974-01-31,-0.012360017197740422
1974-02-28,-0.003491259435921648
1974-03-31,-0.014013331143507838
1974-04-30,-0.02836501451602603
1974-05-31,-0.0052908566394413705
1974-06-30,-0.003295328723654971
1974-07-31,-0.07762888840579531
1974-08-31,-0.06864753934524127
1974-09-30,-0.12284663511529033
1974-10-31,0.18768117698146902
1974-11-30,-0.05021337046020304
1974-12-31,-0.014185302048087755
1975-01-31,0.11939763350661728
1975-02-28,0.08990913580165188
1975-03-31,0.018158395632709722
1975-04-30,0.05712924265973
1975-05-31,0.05596394290812093
1975-06-30,0.037798320924140184
1975-07-31,-0.06631147943858282
1975-08-31,-0.013385244534063387
1975-09-30,-0.02664551814024188
1975-10-31,0.07717657924867893
1975-11-30,0.034049915857560176
1975-12-31,-0.011574694737501893
1976-01-31,0.1181284687195888
1976-02-29,-0.008249362435071409
1976-03-31,0.0439695270183803
1976-04-30,-0.010667947275054903
1976-05-31,-0.007664306636095121
1976-06-30,0.04112405102815259
1976-07-31,-0.0045032845491692975
1976-08-31,0.007009390987240133
1976-09-30,0.024868821043681075
1976-10-31,-0.01513873631373174
1976-11-30,-0.004727722122319095
1976-12-31,0.051527924214551386
1977-01-31,-0.04902494217996925
1977-02-28,-0.013848957331977984
1977-03-31,-0.01697742201160287
1977-04-30,-0.0013267070219593463
1977-05-31,-0.012052574142852813
1977-06-30,0.05248336246875017
1977-07-31,-0.00925900628852457
1977-08-31,-0.0036082963575589933
1977-09-30,0.0024518575567062206
1977-10-31,-0.0409617169851836
1977-11-30,0.032855621376581025
1977-12-31,0.005770629520204467
1978-01-31,-0.058511247770974835
1978-02-28,-0.012897729366908552
1978-03-31,0.01974226845391101
1978-04-30,0.09932243993172328
1978-05-31,0.0064386473221600465
1978-06-30,-0.016354385370187283
1978-07-31,0.061726214934853196
1978-08-31,0.03591478071110041
1978-09-30,-0.002246392196239668
1978-10-31,-0.07551532231133253
1978-11-30,0.03218789442361471
1978-12-31,0.025242713457124193
1979-01-31,0.03561431430243018
1979-02-28,-0.024508340011183044
1979-03-31,0.05666563817152174
1979-04-30,0.007638325667973306
1979-05-31,-0.017377139785657216
1979-06-30,0.04036232568978742
1979-07-31,0.006894951850570134
1979-08-31,0.06063212414369146
1979-09-30,0.007025514980543351
1979-10-31,-0.050182164543828206
1979-11-30,0.056953799284486156
1979-12-31,0.008444987082915061
1980-01-31,0.07897119729440635
1980-02-29,0.04580196208105185
1980-03-31,-0.09432381152409267
1980-04-30,0.042415566160155176
1980-05-31,0.04504107256520632
1980-06-30,0.03510018980887407
1980-07-31,0.06763974006601595
1980-08-31,0.018849673227841438
1980-09-30,0.03965027152911121
1980-10-31,0.041435381717086404
1980-11-30,0.16634241289499693
1980-12-31,-0.04253792733745024
1981-01-31,-0.05287967151751033
1981-02-28,0.01955038415211522
1981-03-31,0.024011212032288686
1981-04-30,-0.016882224652081217
1981-05-31,0.004280430281311477
1981-06-30,0.0018693138468479143
1981-07-31,0.02625970034909866
1981-08-31,-0.05373329820031036
1981-09-30,-0.04564445928962493
1981-10-31,0.06290815581204472
1981-11-30,0.047857329502673254
1981-12-31,-0.025283554725737067
1982-01-31,-0.011144718834756312
1982-02-28,-0.061354627560739304
1982-03-31,-0.007387952573895378
1982-04-30,0.039125658300444184
1982-05-31,-0.010070571904272161
1982-06-30,-0.017595378252738332
1982-07-31,-0.01415843925066036
1982-08-31,0.12541727932700497
1982-09-30,0.014644670651631699
1982-10-31,0.11397965912802413
1982-11-30,0.052851774449303425
1982-12-31,0.02746510131699539
1983-01-31,0.05349188296252139
1983-02-28,0.024973424979043393
1983-03-31,0.03051076766852345
1983-04-30,0.08579571397445403
1983-05-31,-0.006847031885057528
1983-06-30,0.05260056311951597
1983-07-31,-0.02874000323731742
1983-08-31,0.02892338200335256
1983-09-30,0.012923847090387573
1983-10-31,-0.011760778464979606
1983-11-30,0.020295466920462846
1983-12-31,0.0036445175840730862
1984-01-31,0.013928993371348675
1984-02-29,-0.014429051839265206
1984-03-31,0.01912324708460118
1984-04-30,0.0167950036492018
1984-05-31,-0.04444056199208603
1984-06-30,0.02074788728541211
1984-07-31,-0.0019063124079128032
1984-08-31,0.11791883222289166
1984-09-30,0.006095550087150588
1984-10-31,0.0012534754441595052
1984-11-30,-0.015154172125318208
1984-12-31,0.027883782198947826
1985-01-31,0.08639316409873327
1985-02-28,0.01338984216929989
1985-03-31,-0.005776582830423542
1985-04-30,0.0047118540558994705
1985-05-31,0.06031254774032908
1985-06-30,0.015601880293209091
1985-07-31,0.0029213479100116705
1985-08-31,-0.008920594367990167
1985-09-30,-0.030080460095415856
1985-10-31,0.048023494061871085
1985-11-30,0.07846039771941112
1985-12-31,0.05859806414568585
1986-01-31,-0.00011117582392578959
1986-02-28,0.07452305243431066
1986-03-31,0.061505872556007445
1986-04-30,-0.0005907266589747518
1986-05-31,0.05728970988346251
1986-06-30,0.024218083193171463
1986-07-31,-0.05362339861921862
1986-08-31,0.07636484954267318
1986-09-30,-0.08296116237090999
1986-10-31,0.052580114948057505
1986-11-30,0.03456611665283956
1986-12-31,-0.02131490803804652
1987-01-31,0.1438441887763797
1987-02-28,0.04431702621237345
1987-03-31,0.040951265087711006
1987-04-30,0.006914171967170306
1987-05-31,0.010800155787582656
1987-06-30,0.05234088964153569
1987-07-31,0.04804002825333558
1987-08-31,0.05388060729960286
1987-09-30,-0.023365757178154603
1987-10-31,-0.1965923908216104
1987-11-30,-0.08647256828681137
1987-12-31,0.07806661438092236
1988-01-31,0.0430153484732562
1988-02-29,0.04521651340336826
1988-03-31,-0.037240753295800684
1988-04-30,0.020664145988835748
1988-05-31,0.011033256079552054
1988-06-30,0.054057957779866966
1988-07-31,-0.0015312248639538964
1988-08-31,-0.0387626055291558
1988-09-30,0.04566707970538565
1988-10-31,0.03985074088577533
1988-11-30,-0.006137377725560538
1988-12-31,0.01868639525916425
1989-01-31,0.07792114741286195
1989-02-28,-0.02951008096866199
1989-03-31,0.025078196477807586
1989-04-30,0.053130369488663946
1989-05-31,0.04247267897266923
1989-06-30,-0.005101621907914011
1989-07-31,0.09484991290444945
1989-08-31,0.022281583316792784
1989-09-30,0.009129408259475712
1989-10-31,-0.008315819438151899
1989-11-30,0.027187570718072502
1989-12-31,0.026237875066864008
1990-01-31,-0.0584684800535161
1990-02-28,0.020161869138641507
1990-03-31,0.0300798466791888
1990-04-30,-0.011848173311504936
1990-05-31,0.10411696991659554
1990-06-30,0.0012318102972577233
1990-07-31,0.008277431349176722
1990-08-31,-0.08220467717959565
1990-09-30,-0.0334437220260771
1990-10-31,0.00823487282501481
1990-11-30,0.06397641842857549
1990-12-31,0.027062040436324895
1991-01-31,0.04858695532220913
1991-02-28,0.07893022931034173
1991-03-31,0.02866048575397724
1991-04-30,0.0036345953662380213
1991-05-31,0.04613144602315621
1991-06-30,-0.040712681994716934
1991-07-31,0.05505515033273491
1991-08-31,0.030366141992485024
1991-09-30,-0.012994037047412393
1991-10-31,0.016575514511043377
1991-11-30,-0.02779446483878717
1991-12-31,0.1286666460554697
1992-01-31,-0.023097990182488225
1992-02-29,0.010919168521208823
1992-03-31,-0.014648691369895899
1992-04-30,0.033045359282486024
1992-05-31,0.006981426001146899
1992-06-30,-0.009366365650751484
1992-07-31,0.04367707382555742
1992-08-31,-0.01549358910710671
1992-09-30,0.01008939715392811
1992-10-31,0.0037740469567097293
1992-11-30,0.0390202694752176
1992-12-31,0.016093357280451567
1993-01-31,0.005281497496698393
1993-02-28,0.010309001471337922
1993-03-31,0.02351313934287405
1993-04-30,-0.02459223476984553
1993-05-31,0.03474662526685723
1993-06-30,0.010511936075041452
1993-07-31,-0.0036951139286585766
1993-08-31,0.03333623707740559
1993-09-30,-0.0018318580933249335
1993-10-31,0.029713570801401308
1993-11-30,0.0012209991475181266
1993-12-31,0.013436030997484359
1994-01-31,0.038787110986636515
1994-02-28,-0.025570998853107152
1994-03-31,-0.04364704241883317
1994-04-30,0.021169138477556235
1994-05-31,0.022693582857263195
1994-06-30,-0.02350329471765289
1994-07-31,0.037011687165319586
1994-08-31,0.040945208221363674
1994-09-30,-0.014604626486339176
1994-10-31,0.03703079600022486
1994-11-30,-0.03035593270579412
1994-12-31,0.018207326515583787
1995-01-31,0.029835652235603815
1995-02-28,0.0400547760499881
1995-03-31,0.03781628730250654
1995-04-30,0.04100445881374963
1995-05-31,0.04397883407535968
1995-06-30,0.033009378770210394
1995-07-31,0.04018467573794402
1995-08-31,0.005619877890209532
1995-09-30,0.05490487196039202
1995-10-31,0.012190676431913652
1995-11-30,0.04232120805204206
1995-12-31,0.019931583869654254
1996-01-31,0.040755642582573054
1996-02-29,0.01750430945048492
1996-03-31,0.008117993834823686
1996-04-30,0.018456138622555723
1996-05-31,0.035442996507394506
1996-06-30,0.012223093637886224
1996-07-31,-0.03724006770747685
1996-08-31,0.019652981585331405
1996-09-30,0.06471059143465166
1996-10-31,0.03887803874227615
1996-11-30,0.08918799830410579
1996-12-31,-0.012345136746050447
1997-01-31,0.0888625536865849
1997-02-28,0.008582700057665366
1997-03-31,-0.04168768619658529
1997-04-30,0.08615632955689076
1997-05-31,0.0664751390212228
1997-06-30,0.05242992614006451
1997-07-31,0.09537124829523012
1997-08-31,-0.05924762099807256
1997-09-30,0.06300503551017979
1997-10-31,-0.0260852241799092
1997-11-30,0.057321779457332446
1997-12-31,0.02394504535064895
1998-01-31,0.031229622109819614
1998-02-28,0.07989696335438586
1998-03-31,0.05807958154188223
1998-04-30,0.023523969988832216
1998-05-31,-0.01363484755719302
1998-06-30,0.06856863719582257
1998-07-31,0.014862337671880926
1998-08-31,-0.13861300901024076
1998-09-30,0.08171699264291092
1998-10-31,0.09209658001864274
1998-11-30,0.07570766050116494
1998-12-31,0.08830621736150471
1999-01-31,0.08089312877679988
1999-02-28,-0.0336530529779119
1999-03-31,0.06793481108197966
1999-04-30,0.027147016727661923
1999-05-31,-0.022683789899334797
1999-06-30,0.07700139656630517
1999-07-31,-0.02537187790179604
1999-08-31,0.019196701311174163
1999-09-30,-0.012717464108883216
1999-10-31,0.09158781188529012
1999-11-30,0.04564792968627229
1999-12-31,0.12362714166352322
2000-01-31,-0.03413645149829114
2000-02-29,0.04652135500347496
2000-03-31,0.11470943567761167
2000-04-30,-0.03230246229276617
2000-05-31,-0.028235288319111543
2000-06-30,0.07457157473594844
2000-07-31,-0.0038151629721388633
2000-08-31,0.08532339272351598
2000-09-30,-0.05082988208097161
2000-10-31,-0.007084169980973637
2000-11-30,-0.06999751592906168
2000-12-31,0.002785785767769395
2001-01-31,0.07514661581478992
2001-02-28,-0.08387086704168162
2001-03-31,-0.05983525064375389
2001-04-30,0.10431037528346537
2001-05-31,0.007465594586278125
2001-06-30,-0.010512872745362386
2001-07-31,-0.012054031628528871
2001-08-31,-0.062161968113104114
2001-09-30,-0.05554241261599334
2001-10-31,0.038197023971157984
2001-11-30,0.08031857699244467
2001-12-31,0.009643528063871634
2002-01-31,-0.007458947654600959
2002-02-28,-0.015098148678027208
2002-03-31,0.03799869438108571
2002-04-30,-0.05591876695613513
2002-05-31,-0.006803414921716891
2002-06-30,-0.05854216519687841
2002-07-31,-0.05443067326121894
2002-08-31,0.015937465443086243
2002-09-30,-0.09907497467635727
2002-10-31,0.11394348471456946
2002-11-30,0.06476196916948307
2002-12-31,-0.05437215939185175
2003-01-31,-0.02089621582468059
2003-02-28,-0.007390433423368426
2003-03-31,0.02223554578075478
2003-04-30,0.08250170908779351
2003-05-31,0.048951837011656105
2003-06-30,0.015848511381361355
2003-07-31,0.0232165201209953
2003-08-31,0.016824471603274816
2003-09-30,-0.0005123810825213525
2003-10-31,0.054576691521495
2003-11-30,0.008388652033244102
2003-12-31,0.05547789783414757
2004-01-31,0.02613714008124766
2004-02-29,0.013579022414497507
2004-03-31,-0.015410683792872883
2004-04-30,-0.011741373320970215
2004-05-31,0.017416027345890435
2004-06-30,0.019020620647419953
2004-07-31,-0.02664081854078173
2004-08-31,0.007102952059736693
2004-09-30,0.0066163375838482865
2004-10-31,0.0182845736769195
2004-11-30,0.039883735995463895
2004-12-31,0.03454977090102996
2005-01-31,-0.02128443764073781
2005-02-28,0.0263335536984156
2005-03-31,-0.016392628218376563
2005-04-30,-0.011581082016538412
2005-05-31,0.033913330857699396
2005-06-30,-0.0034753145903715487
2005-07-31,0.033037462232876694
2005-08-31,-0.0028664396869809974
2005-09-30,0.010104998746285574
2005-10-31,-0.010998245760359793
2005-11-30,0.0414421034748193
2005-12-31,-0.00515619548157101
2006-01-31,0.02515705227081427
2006-02-28,0.0033113820938516342
2006-03-31,0.016502381469813285
2006-04-30,0.014073576941525747
2006-05-31,-0.025056867646472074
2006-06-30,0.002809802983248069
2006-07-31,0.021209495601671315
2006-08-31,0.03077265498605265
2006-09-30,0.029563949889583108
2006-10-31,0.03437432166462503
2006-11-30,0.023752052902924044
2006-12-31,0.016263061633400067
2007-01-31,0.014660156346571175
2007-02-28,-0.02248715611859357
2007-03-31,0.016141752847260864
2007-04-30,0.04909366448273581
2007-05-31,0.035928731035273755
2007-06-30,-0.012223174644077696
2007-07-31,-0.01618062070040483
2007-08-31,0.023508993782722906
2007-09-30,0.047905727390014315
2007-10-31,0.03029107686912859
2007-11-30,-0.035889404542855004
2007-12-31,0.009426807378666451
2008-01-31,-0.0615701142042518
2008-02-29,-0.0257262467892989
2008-03-31,0.011261258108245268
2008-04-30,0.06186958008493031
2008-05-31,0.013418706330655755
2008-06-30,-0.06359118350212832
2008-07-31,0.006214593154967667
2008-08-31,0.014788719605081161
2008-09-30,-0.05241724430040398
2008-10-31,-0.12910246058176264
2008-11-30,-0.05253525386731235
2008-12-31,0.009727464151326658
2009-01-31,-0.06592170824179563
2009-02-28,-0.07936185105312404
2009-03-31,0.09557196473850259
2009-04-30,0.10171237439767093
2009-05-31,0.06983667993088842
2009-06-30,0.010732441768085436
2009-07-31,0.08041385983796648
2009-08-31,0.042050211931499624
2009-09-30,0.03947933628998477
2009-10-31,-0.00566655498478113
2009-11-30,0.0638218029614788
2009-12-31,0.013193708668684473
2010-01-31,-0.03587309459168333
2010-02-28,0.030982927835688796
2010-03-31,0.06753144158788375
2010-04-30,0.018671128690348426
2010-05-31,-0.0831653050618486
2010-06-30,-0.04618758631469478
2010-07-31,0.07526149751723397
2010-08-31,-0.044603428212847046
2010-09-30,0.09134227055592668
2010-10-31,0.04476664527246419
2010-11-30,0.0033012577498738554
2010-12-31,0.07464406297352476
2011-01-31,0.031030832060258418
2011-02-28,0.032607920199876995
2011-03-31,-0.0004699918546342575
2011-04-30,0.028418185200270424
2011-05-31,-0.0170573664441721
2011-06-30,-0.014830175706767488
2011-07-31,-0.0028494856867082906
2011-08-31,-0.05099905833444746
2011-09-30,-0.06013647995346157
2011-10-31,0.11050110761670726
2011-11-30,-0.000856307581998964
2011-12-31,0.019049767644151734
2012-01-31,0.056600256103826845
2012-02-29,0.05507864471969884
2012-03-31,0.04188433918703148
2012-04-30,-0.00676093283452481
2012-05-31,-0.0545240230197135
2012-06-30,0.049122874600698696
2012-07-31,0.022564377631913417
2012-08-31,0.026425033559830634
2012-09-30,0.03041302854676914
2012-10-31,-0.023438201565870228
2012-11-30,0.004299399650981975
2012-12-31,0.007613562809145808
2013-01-31,0.05021064568572775
2013-02-28,0.013512626834819673
2013-03-31,0.03230800178266463
2013-04-30,0.022921028051033635
2013-05-31,0.031212669844796856
2013-06-30,-0.017312091839055035
2013-07-31,0.05467831281292819
2013-08-31,-0.028162344983685663
2013-09-30,0.027758053023250847
2013-10-31,0.05280405063000855
2013-11-30,0.03919191329463002
2013-12-31,0.02811169356644269
2014-01-31,-0.031655353318696094
2014-02-28,0.043457717364349134
2014-03-31,0.011141662773629182
2014-04-30,0.01429479558714519
2014-05-31,0.02433984579300724
2014-06-30,0.02185635947647139
2014-07-31,-0.00541668439955735
2014-08-31,0.04229383440515873
2014-09-30,-0.011200735421775567
2014-10-31,0.020796822472811977
2014-11-30,0.03238803583959648
2014-12-31,-0.005318527370427384
2015-01-31,-0.02530945345445384
2015-02-28,0.062316293860224185
