Date,Close,High,Low,Open,Volume
1/1/2010,1073.869995,1150.449951,1071.589966,1116.560059,90947580000
2/1/2010,1104.48999,1112.420044,1044.5,1073.890015,84561340000
3/1/2010,1169.430054,1180.689941,1105.359985,1105.359985,1.03684E+11
4/1/2010,1186.689941,1219.800049,1170.689941,1171.22998,1.16742E+11
5/1/2010,1089.410034,1205.130005,1040.780029,1188.579956,1.27663E+11
6/1/2010,1030.709961,1131.22998,1028.329956,1087.300049,1.10107E+11
7/1/2010,1101.599976,1120.949951,1010.909973,1031.099976,94778110000
8/1/2010,1049.329956,1129.23999,1039.699951,1107.530029,85738250000
9/1/2010,1141.199951,1157.160034,1049.719971,1049.719971,79589450000
10/1/2010,1183.26001,1196.140015,1131.869995,1143.48999,89536270000
11/1/2010,1180.550049,1227.079956,1173,1185.709961,87151070000
12/1/2010,1257.640015,1262.599976,1186.599976,1186.599976,80984530000
1/1/2011,1286.119995,1302.670044,1257.619995,1257.619995,92164940000
2/1/2011,1327.219971,1344.069946,1289.140015,1289.140015,59223660000
3/1/2011,1325.829956,1332.280029,1249.050049,1328.640015,89507640000
4/1/2011,1363.609985,1364.560059,1294.699951,1329.47998,77364810000
5/1/2011,1345.199951,1370.579956,1311.800049,1365.209961,81708980000
6/1/2011,1320.640015,1345.199951,1258.069946,1345.199951,86122730000
7/1/2011,1292.280029,1356.47998,1282.859985,1320.640015,81102170000
8/1/2011,1218.890015,1307.380005,1101.540039,1292.589966,1.08419E+11
9/1/2011,1131.420044,1229.290039,1114.219971,1219.119995,1.02787E+11
10/1/2011,1253.300049,1292.660034,1074.77002,1131.209961,98063670000
11/1/2011,1246.959961,1277.550049,1158.660034,1251,84275050000
12/1/2011,1257.599976,1269.369995,1202.369995,1246.910034,74742430000
1/1/2012,1312.410034,1333.469971,1258.859985,1258.859985,79567560000
2/1/2012,1365.680054,1378.040039,1312.449951,1312.449951,78385710000
3/1/2012,1408.469971,1419.150024,1340.030029,1365.900024,83899660000
4/1/2012,1397.910034,1422.380005,1357.380005,1408.469971,74761710000
5/1/2012,1310.329956,1415.319946,1291.97998,1397.859985,86920490000
6/1/2012,1362.160034,1363.459961,1266.73999,1309.869995,81582440000
7/1/2012,1379.319946,1391.73999,1325.410034,1362.329956,73103810000
8/1/2012,1406.579956,1426.680054,1354.650024,1379.319946,70283810000
9/1/2012,1440.670044,1474.51001,1396.560059,1406.540039,69784280000
10/1/2012,1412.160034,1470.959961,1403.280029,1440.900024,71752320000
11/1/2012,1416.180054,1434.27002,1343.349976,1412.199951,71489310000
12/1/2012,1426.189941,1448,1398.109985,1416.339966,66388180000
1/1/2013,1498.109985,1509.939941,1426.189941,1426.189941,75848510000
2/1/2013,1514.680054,1530.939941,1485.01001,1498.109985,69273480000
3/1/2013,1569.189941,1570.280029,1501.47998,1514.680054,68527110000
4/1/2013,1597.569946,1597.569946,1536.030029,1569.180054,77098000000
5/1/2013,1630.73999,1687.180054,1581.280029,1597.550049,76447250000
6/1/2013,1606.280029,1654.189941,1560.329956,1631.709961,74946790000
7/1/2013,1685.72998,1698.780029,1604.569946,1609.780029,68106820000
8/1/2013,1632.969971,1709.670044,1627.469971,1689.420044,64802810000
9/1/2013,1681.550049,1729.859985,1633.410034,1635.949951,66174410000
10/1/2013,1756.540039,1775.219971,1646.469971,1682.410034,76647400000
11/1/2013,1805.810059,1813.550049,1746.199951,1758.699951,63628190000
12/1/2013,1848.359985,1849.439941,1767.98999,1806.550049,64958820000
1/1/2014,1782.589966,1850.839966,1770.449951,1845.859985,75871910000
2/1/2014,1859.449951,1867.920044,1737.920044,1782.680054,69725590000
3/1/2014,1872.339966,1883.969971,1834.439941,1857.680054,71885030000
4/1/2014,1883.949951,1897.280029,1814.359985,1873.959961,71595810000
5/1/2014,1923.569946,1924.030029,1859.790039,1884.390015,63623630000
6/1/2014,1960.22998,1968.170044,1915.97998,1923.869995,63283380000
7/1/2014,1930.670044,1991.390015,1930.670044,1962.290039,66524690000
8/1/2014,2003.369995,2005.040039,1904.780029,1929.800049,58131140000
9/1/2014,1972.290039,2019.26001,1964.040039,2004.069946,66706000000
10/1/2014,2018.050049,2018.189941,1820.660034,1971.439941,93714040000
11/1/2014,2067.560059,2075.76001,2001.01001,2018.209961,63600190000
12/1/2014,2058.899902,2093.550049,1972.560059,2065.780029,80743820000
1/1/2015,1994.98999,2072.360107,1988.119995,2058.899902,77330040000
2/1/2015,2104.5,2119.590088,1980.900024,1996.670044,68775560000
3/1/2015,2067.889893,2117.52002,2039.689941,2105.22998,76675850000
4/1/2015,2085.51001,2125.919922,2048.379883,2067.629883,72060940000
5/1/2015,2107.389893,2134.719971,2067.929932,2087.379883,65187730000
6/1/2015,2063.110107,2129.870117,2056.320068,2108.639893,73213980000
7/1/2015,2103.840088,2132.820068,2044.02002,2067,77920590000
8/1/2015,1972.180054,2112.659912,1867.01001,2104.48999,84626790000
9/1/2015,1920.030029,2020.859985,1871.910034,1970.089966,79989370000
10/1/2015,2079.360107,2094.320068,1893.699951,1919.650024,85844900000
11/1/2015,2080.409912,2116.47998,2019.390015,2080.76001,75943590000
12/1/2015,2043.939941,2104.27002,1993.26001,2082.929932,83649260000
1/1/2016,1940.23999,2038.199951,1812.290039,2038.199951,92409770000
2/1/2016,1932.22998,1962.959961,1810.099976,1936.939941,93049560000
3/1/2016,2059.73999,2072.209961,1937.089966,1937.089966,92639420000
4/1/2016,2065.300049,2111.050049,2033.800049,2056.620117,81124990000
5/1/2016,2096.949951,2103.47998,2025.910034,2067.169922,78883600000
6/1/2016,2098.860107,2120.550049,1991.680054,2093.939941,86852700000
7/1/2016,2173.600098,2177.090088,2074.02002,2099.340088,69530250000
8/1/2016,2170.949951,2193.810059,2147.580078,2173.149902,75610310000
9/1/2016,2168.27002,2187.870117,2119.120117,2171.330078,77023620000
10/1/2016,2126.149902,2169.600098,2114.719971,2164.330078,72915530000
11/1/2016,2198.810059,2214.100098,2083.790039,2128.679932,88445380000
12/1/2016,2238.830078,2277.530029,2187.439941,2200.169922,75344550000
1/1/2017,2278.870117,2300.98999,2245.129883,2251.570068,70576420000
2/1/2017,2363.639893,2371.540039,2271.649902,2285.590088,69260940000
3/1/2017,2362.719971,2400.97998,2322.25,2380.129883,81664010000
4/1/2017,2384.199951,2398.159912,2328.949951,2362.340088,65369860000
5/1/2017,2411.800049,2418.709961,2352.719971,2388.5,79719460000
6/1/2017,2423.409912,2453.820068,2405.699951,2415.649902,81078810000
